Start,YLow,YVAL,YPOC,YVAH,YHigh,SessionOpen,HourClose,LinRegAlpha,LinRegBeta,LinRegR2,YNakedLowDistPct,YNakedVALDistPct,YNakedPOCDistPct,YNakedVAHDistPct,YNakedHighDistPct,CrossYLow,CrossYVAL,CrossYPOC,CrossYVAH,CrossYHigh
2018-10-21T00:00:00Z,6506,6547.454545454545,6578,6607.454545454545,6613,6585.72,6597.02,6586.332672131149,0.20233314809669412,0.6781521262267233,-0.013797138708083412,-0.007513309728552497,-0.002883119954161187,0.0015817058997160238,0.00242230582899545,false,false,false,true,true
2018-10-22T00:00:00Z,6583,6609.515151515152,6624.666666666667,6646.636363636364,6657,6590.12,6592.4,6571.6723114754095,0.34024367879966927,0.528841634784016,-0.0014258843516776344,0.002596194332132808,0.004894525008595858,0.008227104489467316,0.009799162672168007,true,true,true,false,false
2018-10-23T00:00:00Z,6548,6561.636363636364,6579.818181818182,6600.727272727273,6637,6581.2,6585.89,6573.691142076504,0.19566185051403123,0.6178976230612563,-0.00575320875386627,-0.0036826664829865607,-0.0009219434551470407,0.0022528880268684486,0.007760530467408303,true,true,true,false,false
2018-10-24T00:00:00Z,6522,6544.858585858586,6575.828282828283,6580.989898989899,6594,6553.51,6568.31,6551.701109289618,0.34220533481522775,0.7094452497145216,-0.007050519844526278,-0.0035703878381828378,0.0011446297187986379,0.0019304659782956196,0.003911203947438473,false,false,true,true,true
2018-10-25T00:00:00Z,6549,6559.111111111111,6577.777777777777,6608.111111111111,6625,6566.81,6570.33,6559.152491803281,0.20528841344817594,0.6094620019909203,-0.0032464122806616907,-0.0017075076729614212,0.0011335469874081585,0.005750260810508968,0.008320738836557687,true,true,false,false,false
2018-10-26T00:00:00Z,6508,6533.333333333333,6552,6559.333333333333,6573,6528.13,6537.65,6536.438475409838,0.10567879966657025,0.28540966598044304,-0.004535268789243786,-0.0006602780305869244,0.0021949783178971593,0.0033166861690872708,0.005407141709941702,false,true,true,true,true
2018-10-27T00:00:00Z,6517,6522.444444444444,6538,6546.555555555556,6593,6538.63,6544.57,6541.624289617487,0.026419560989162122,0.09844721826063307,-0.004212652626528513,-0.003380750080686029,-0.001003885663993159,0.0003033897651879264,0.00740002780931372,true,true,true,true,false
2018-10-28T00:00:00Z,6478,6478,6484.464646464647,6486.888888888889,6557,6505.6,6497.72,6505.132945355188,-0.14224673520422415,0.7956892492347242,-0.0030349107071403897,-0.0030349107071403897,-0.00204000072877157,-0.0016669094868833325,0.009123200137894484,true,true,true,true,false
2018-10-29T00:00:00Z,6461,6485,6505.727272727273,6508.454545454545,6514,6489.93,6493.97,6490.448453551915,-0.006602945262573982,0.003270237305443846,-0.005077017602483574,-0.0013812814041334121,0.0018104907671690385,0.0022304607897087277,0.0030843998355396997,true,true,false,false,false
2018-10-30T00:00:00Z,6318,6334.909090909091,6421.333333333333,6430.727272727273,6503,6344.5,6358.52,6351.2126065573775,0.14025062517365985,0.5965506117752444,-0.006372552103319709,-0.0037132711843179613,0.009878609068357509,0.011355987356691893,0.022722268704037978,true,true,false,false,false
